TempK,brate,mat,jmort,amort,fec,plotmat
283,0.492091388,0.02617801,0.01604712,0.017574692,0.492091388,0.02617801
288,1.188679245,0.0243309,0.008442822,0.020964361,1.188679245,0.0243309
293,2.099502488,0.037735849,0.00954717,0.024875622,2.099502488,0.037735849
298,2.384164223,0.05,0.02265,0.029325513,2.384164223,0.05
303,2.88671875,0.059171598,0.013431953,0.0390625,2.88671875,0.059171598
308,1.100502513,0.057471264,0.052126437,0.050251256,1.100502513,0.057471264
